id,country,country_id,continent,site_id,site_name,latitude,longitude,rural_urban,month_start,year_start,month_end,year_end,lower_age,upper_age,examined,pf_pos,pf_pr,method,rdt_type,pcr_type,dhs_id,source_id1,source_id2,source_id3,date,survey_type
1070789,Tanzania,TZA,Africa,1070787,TZ201700000055,-6.801665,37.664922,URBAN,10,2017,10,2017,1.2,4,11,0,0,RDT,Unknown,NA,TZ201700000055,1000095291,5680,NA,2017-10-01,MIS
1071779,Tanzania,TZA,Africa,1071777,TZ201700000220,-8.630415,32.125601,RURAL,10,2017,10,2017,1.3,3,8,0,0,RDT,Unknown,NA,TZ201700000220,1000095291,5680,NA,2017-10-01,MIS
1071317,Tanzania,TZA,Africa,1071315,TZ201700000143,-10.730854,35.39945,RURAL,10,2017,10,2017,1.3,4,11,0,0,RDT,Unknown,NA,TZ201700000143,1000095291,5680,NA,2017-10-01,MIS
1070585,Tanzania,TZA,Africa,1070583,TZ201700000021,-3.10834,37.632801,RURAL,10,2017,10,2017,1.3,4,13,0,0,RDT,Unknown,NA,TZ201700000021,1000095291,5680,NA,2017-10-01,MIS
1070561,Tanzania,TZA,Africa,1070559,TZ201700000017,-2.057036,35.609704,URBAN,10,2017,10,2017,1.3,4,9,0,0,RDT,Unknown,NA,TZ201700000017,1000095291,5680,NA,2017-10-01,MIS
1072463,Tanzania,TZA,Africa,1072461,TZ201700000334,-4.177522,35.797397,RURAL,10,2017,10,2017,1.3,4,14,0,0,RDT,Unknown,NA,TZ201700000334,1000095291,5680,NA,2017-10-01,MIS
1071731,Tanzania,TZA,Africa,1071729,TZ201700000212,-5.010668,32.824223,URBAN,10,2017,10,2017,1.3,4,10,0,0,RDT,Unknown,NA,TZ201700000212,1000095291,5680,NA,2017-10-01,MIS
1072457,Tanzania,TZA,Africa,1072455,TZ201700000333,-5.742485,37.073364,RURAL,10,2017,10,2017,1.3,4,17,0,0,RDT,Unknown,NA,TZ201700000333,1000095291,5680,NA,2017-10-01,MIS
1072595,Tanzania,TZA,Africa,1072593,TZ201700000356,-6.826071,30.442014,URBAN,10,2017,10,2017,1.3,4,18,0,0,RDT,Unknown,NA,TZ201700000356,1000095291,5680,NA,2017-10-01,MIS
1072823,Tanzania,TZA,Africa,1072821,TZ201700000394,-2.864414,32.234492,URBAN,10,2017,10,2017,1.3,4,12,0,0,RDT,Unknown,NA,TZ201700000394,1000095291,5680,NA,2017-10-01,MIS
1072091,Tanzania,TZA,Africa,1072089,TZ201700000272,-1.8577650000000001,31.596341,RURAL,10,2017,10,2017,1.4,4,13,2,0.153846153846154,RDT,Unknown,NA,TZ201700000272,1000095291,5680,NA,2017-10-01,MIS
1072991,Tanzania,TZA,Africa,1072989,TZ201700000422,-6.05902,39.229529,URBAN,10,2017,10,2017,1.4,4,15,0,0,RDT,Unknown,NA,TZ201700000422,1000095291,5680,NA,2017-10-01,MIS
1071809,Tanzania,TZA,Africa,1071807,TZ201700000225,-7.931018,31.635433,URBAN,10,2017,10,2017,1.4,4,10,0,0,RDT,Unknown,NA,TZ201700000225,1000095291,5680,NA,2017-10-01,MIS
1070603,Tanzania,TZA,Africa,1070601,TZ201700000024,-3.286429,37.465916,RURAL,10,2017,10,2017,1.5,4,6,0,0,RDT,Unknown,NA,TZ201700000024,1000095291,5680,NA,2017-10-01,MIS
1071311,Tanzania,TZA,Africa,1071309,TZ201700000142,-10.630085,35.464799,URBAN,10,2017,10,2017,1.6,4,8,0,0,RDT,Unknown,NA,TZ201700000142,1000095291,5680,NA,2017-10-01,MIS
1070549,Tanzania,TZA,Africa,1070547,TZ201700000015,-3.379438,36.657496,URBAN,10,2017,10,2017,1.6,4,9,0,0,RDT,Unknown,NA,TZ201700000015,1000095291,5680,NA,2017-10-01,MIS
1071173,Tanzania,TZA,Africa,1071171,TZ201700000119,-10.343673,40.305076,RURAL,10,2017,10,2017,1.7,4,6,3,0.5,RDT,Unknown,NA,TZ201700000119,1000095291,5680,NA,2017-10-01,MIS
1070795,Tanzania,TZA,Africa,1070793,TZ201700000056,-6.795715,37.739549,URBAN,10,2017,10,2017,1.8,4,8,0,0,RDT,Unknown,NA,TZ201700000056,1000095291,5680,NA,2017-10-01,MIS
1071791,Tanzania,TZA,Africa,1071789,TZ201700000222,-7.380331,30.629507,URBAN,10,2017,10,2017,1.8,4,10,0,0,RDT,Unknown,NA,TZ201700000222,1000095291,5680,NA,2017-10-01,MIS
1070591,Tanzania,TZA,Africa,1070589,TZ201700000022,-3.79379,37.58525,RURAL,10,2017,10,2017,1.9,4,5,0,0,RDT,Unknown,NA,TZ201700000022,1000095291,5680,NA,2017-10-01,MIS
1072421,Tanzania,TZA,Africa,1072419,TZ201700000327,-3.991704,35.762828,RURAL,10,2017,10,2017,2.1,4,7,0,0,RDT,Unknown,NA,TZ201700000327,1000095291,5680,NA,2017-10-01,MIS
1071053,Tanzania,TZA,Africa,1071051,TZ201700000099,-8.748579,39.411717,URBAN,10,2017,10,2017,2.3,4,4,0,0,RDT,Unknown,NA,TZ201700000099,1000095291,5680,NA,2017-10-01,MIS
1072253,Tanzania,TZA,Africa,1072251,TZ201700000299,-2.668342,32.64746,URBAN,10,2017,11,2017,0.5,4,24,0,0,RDT,Unknown,NA,TZ201700000299,1000095291,5680,NA,2017-10-01,MIS
1072607,Tanzania,TZA,Africa,1072605,TZ201700000358,-6.781016,32.046374,RURAL,10,2017,11,2017,0.8,4,29,1,0.0344827586206897,RDT,Unknown,NA,TZ201700000358,1000095291,5680,NA,2017-10-01,MIS
1071845,Tanzania,TZA,Africa,1071843,TZ201700000231,-4.823222,30.020205,URBAN,11,2017,11,2017,0.5,3,16,2,0.125,RDT,Unknown,NA,TZ201700000231,1000095291,5680,NA,2017-11-01,MIS
1071293,Tanzania,TZA,Africa,1071291,TZ201700000139,-10.807845,36.877677,RURAL,11,2017,11,2017,0.5,3,13,1,0.0769230769230769,RDT,Unknown,NA,TZ201700000139,1000095291,5680,NA,2017-11-01,MIS
1072973,Tanzania,TZA,Africa,1072971,TZ201700000419,-6.361775,39.536358,RURAL,11,2017,11,2017,0.5,4,11,0,0,RDT,Unknown,NA,TZ201700000419,1000095291,5680,NA,2017-11-01,MIS
1072655,Tanzania,TZA,Africa,1072653,TZ201700000366,-2.563525,34.258722,RURAL,11,2017,11,2017,0.5,4,38,21,0.552631578947368,RDT,Unknown,NA,TZ201700000366,1000095291,5680,NA,2017-11-01,MIS
1070819,Tanzania,TZA,Africa,1070817,TZ201700000060,-6.139399,36.873885,URBAN,11,2017,11,2017,0.5,4,16,0,0,RDT,Unknown,NA,TZ201700000060,1000095291,5680,NA,2017-11-01,MIS
1072217,Tanzania,TZA,Africa,1072215,TZ201700000293,-2.920867,33.364362,RURAL,11,2017,11,2017,0.5,4,21,0,0,RDT,Unknown,NA,TZ201700000293,1000095291,5680,NA,2017-11-01,MIS
1073051,Tanzania,TZA,Africa,1073049,TZ201700000432,-5.026341,39.766957,RURAL,11,2017,11,2017,0.5,4,26,0,0,RDT,Unknown,NA,TZ201700000432,1000095291,5680,NA,2017-11-01,MIS
1072637,Tanzania,TZA,Africa,1072635,TZ201700000363,-6.513396,30.999242,RURAL,11,2017,11,2017,0.5,4,36,2,0.0555555555555556,RDT,Unknown,NA,TZ201700000363,1000095291,5680,NA,2017-11-01,MIS
1073057,Tanzania,TZA,Africa,1073055,TZ201700000433,-4.969725,39.834231,URBAN,11,2017,11,2017,0.5,4,21,0,0,RDT,Unknown,NA,TZ201700000433,1000095291,5680,NA,2017-11-01,MIS
1072967,Tanzania,TZA,Africa,1072965,TZ201700000418,-6.432138,39.541691,URBAN,11,2017,11,2017,0.5,4,7,0,0,RDT,Unknown,NA,TZ201700000418,1000095291,5680,NA,2017-11-01,MIS
1073039,Tanzania,TZA,Africa,1073037,TZ201700000430,-5.160226,39.821748,RURAL,11,2017,11,2017,0.5,4,17,0,0,RDT,Unknown,NA,TZ201700000430,1000095291,5680,NA,2017-11-01,MIS
1072841,Tanzania,TZA,Africa,1072839,TZ201700000397,-3.365536,32.068644,RURAL,11,2017,11,2017,0.5,4,38,6,0.157894736842105,RDT,Unknown,NA,TZ201700000397,1000095291,5680,NA,2017-11-01,MIS
1072733,Tanzania,TZA,Africa,1072731,TZ201700000379,-3.471669,33.83081,RURAL,11,2017,11,2017,0.5,4,25,0,0,RDT,Unknown,NA,TZ201700000379,1000095291,5680,NA,2017-11-01,MIS
1070945,Tanzania,TZA,Africa,1070943,TZ201700000081,-6.804529,39.231569,URBAN,11,2017,11,2017,0.5,4,8,0,0,RDT,Unknown,NA,TZ201700000081,1000095291,5680,NA,2017-11-01,MIS
1072727,Tanzania,TZA,Africa,1072725,TZ201700000378,-3.123668,34.021393,RURAL,11,2017,11,2017,0.5,4,41,0,0,RDT,Unknown,NA,TZ201700000378,1000095291,5680,NA,2017-11-01,MIS
1071635,Tanzania,TZA,Africa,1071633,TZ201700000196,-4.547913,33.013642,RURAL,11,2017,11,2017,0.5,4,37,4,0.108108108108108,RDT,Unknown,NA,TZ201700000196,1000095291,5680,NA,2017-11-01,MIS
1072643,Tanzania,TZA,Africa,1072641,TZ201700000364,-7.140127,31.409095,RURAL,11,2017,11,2017,0.5,4,21,0,0,RDT,Unknown,NA,TZ201700000364,1000095291,5680,NA,2017-11-01,MIS
1072631,Tanzania,TZA,Africa,1072629,TZ201700000362,-7.050912,31.208063,RURAL,11,2017,11,2017,0.5,4,62,0,0,RDT,Unknown,NA,TZ201700000362,1000095291,5680,NA,2017-11-01,MIS
1073099,Tanzania,TZA,Africa,1073097,TZ201700000440,-5.341973,39.772621,RURAL,11,2017,11,2017,0.5,4,21,0,0,RDT,Unknown,NA,TZ201700000440,1000095291,5680,NA,2017-11-01,MIS
1070963,Tanzania,TZA,Africa,1070961,TZ201700000084,-6.814553,39.240548,URBAN,11,2017,11,2017,0.5,4,7,0,0,RDT,Unknown,NA,TZ201700000084,1000095291,5680,NA,2017-11-01,MIS
1071533,Tanzania,TZA,Africa,1071531,TZ201700000179,-8.824183,34.08487,RURAL,11,2017,11,2017,0.5,4,11,0,0,RDT,Unknown,NA,TZ201700000179,1000095291,5680,NA,2017-11-01,MIS
1071101,Tanzania,TZA,Africa,1071099,TZ201700000107,-10.210638,38.814783,RURAL,11,2017,11,2017,0.5,4,4,1,0.25,RDT,Unknown,NA,TZ201700000107,1000095291,5680,NA,2017-11-01,MIS
1072553,Tanzania,TZA,Africa,1072551,TZ201700000349,-6.359207,31.053087,URBAN,11,2017,11,2017,0.5,4,13,0,0,RDT,Unknown,NA,TZ201700000349,1000095291,5680,NA,2017-11-01,MIS
1072013,Tanzania,TZA,Africa,1072011,TZ201700000259,-4.086647,32.523764,RURAL,11,2017,11,2017,0.5,4,34,3,0.0882352941176471,RDT,Unknown,NA,TZ201700000259,1000095291,5680,NA,2017-11-01,MIS
1072799,Tanzania,TZA,Africa,1072797,TZ201700000390,-3.132964,32.239753,RURAL,11,2017,11,2017,0.5,4,35,5,0.142857142857143,RDT,Unknown,NA,TZ201700000390,1000095291,5680,NA,2017-11-01,MIS
1073087,Tanzania,TZA,Africa,1073085,TZ201700000438,-5.217075,39.783613,RURAL,11,2017,11,2017,0.5,4,21,0,0,RDT,Unknown,NA,TZ201700000438,1000095291,5680,NA,2017-11-01,MIS
1072049,Tanzania,TZA,Africa,1072047,TZ201700000265,-3.983511,32.591107,RURAL,11,2017,11,2017,0.5,4,19,1,0.0526315789473684,RDT,Unknown,NA,TZ201700000265,1000095291,5680,NA,2017-11-01,MIS
1071821,Tanzania,TZA,Africa,1071819,TZ201700000227,-3.955549,30.608646,RURAL,11,2017,11,2017,0.5,4,23,1,0.0434782608695652,RDT,Unknown,NA,TZ201700000227,1000095291,5680,NA,2017-11-01,MIS
1072943,Tanzania,TZA,Africa,1072941,TZ201700000414,-6.056501,39.311468,RURAL,11,2017,11,2017,0.5,4,11,0,0,RDT,Unknown,NA,TZ201700000414,1000095291,5680,NA,2017-11-01,MIS
1072673,Tanzania,TZA,Africa,1072671,TZ201700000369,-2.502323,33.970513,URBAN,11,2017,11,2017,0.5,4,15,0,0,RDT,Unknown,NA,TZ201700000369,1000095291,5680,NA,2017-11-01,MIS
1072289,Tanzania,TZA,Africa,1072287,TZ201700000305,-2.732937,33.098185,RURAL,11,2017,11,2017,0.5,4,26,8,0.307692307692308,RDT,Unknown,NA,TZ201700000305,1000095291,5680,NA,2017-11-01,MIS
1072241,Tanzania,TZA,Africa,1072239,TZ201700000297,-2.598816,32.308217,RURAL,11,2017,11,2017,0.5,4,24,2,0.0833333333333333,RDT,Unknown,NA,TZ201700000297,1000095291,5680,NA,2017-11-01,MIS
1073075,Tanzania,TZA,Africa,1073073,TZ201700000436,-5.223989,39.794221,RURAL,11,2017,11,2017,0.5,4,19,0,0,RDT,Unknown,NA,TZ201700000436,1000095291,5680,NA,2017-11-01,MIS
1073111,Tanzania,TZA,Africa,1073109,TZ201700000442,-5.363105,39.722027,RURAL,11,2017,11,2017,0.5,4,26,0,0,RDT,Unknown,NA,TZ201700000442,1000095291,5680,NA,2017-11-01,MIS
1071923,Tanzania,TZA,Africa,1071921,TZ201700000244,-4.53441,30.07162,RURAL,11,2017,11,2017,0.5,4,9,0,0,RDT,Unknown,NA,TZ201700000244,1000095291,5680,NA,2017-11-01,MIS
1071683,Tanzania,TZA,Africa,1071681,TZ201700000204,-4.898861,33.50733,RURAL,11,2017,11,2017,0.5,4,39,3,0.0769230769230769,RDT,Unknown,NA,TZ201700000204,1000095291,5680,NA,2017-11-01,MIS
1071257,Tanzania,TZA,Africa,1071255,TZ201700000133,-11.158284,38.544044,RURAL,11,2017,11,2017,0.5,4,10,0,0,RDT,Unknown,NA,TZ201700000133,1000095291,5680,NA,2017-11-01,MIS
1071191,Tanzania,TZA,Africa,1071189,TZ201700000122,-10.592495,39.255977,RURAL,11,2017,11,2017,0.5,4,9,2,0.222222222222222,RDT,Unknown,NA,TZ201700000122,1000095291,5680,NA,2017-11-01,MIS
1071131,Tanzania,TZA,Africa,1071129,TZ201700000112,-10.100953,38.903593,RURAL,11,2017,11,2017,0.5,4,9,1,0.111111111111111,RDT,Unknown,NA,TZ201700000112,1000095291,5680,NA,2017-11-01,MIS
1071089,Tanzania,TZA,Africa,1071087,TZ201700000105,-10.382963,38.748234,URBAN,11,2017,11,2017,0.5,4,10,0,0,RDT,Unknown,NA,TZ201700000105,1000095291,5680,NA,2017-11-01,MIS
1070813,Tanzania,TZA,Africa,1070811,TZ201700000059,-6.018826,36.87477,RURAL,11,2017,11,2017,0.5,4,24,0,0,RDT,Unknown,NA,TZ201700000059,1000095291,5680,NA,2017-11-01,MIS
1070705,Tanzania,TZA,Africa,1070703,TZ201700000041,-6.274796,36.966297,RURAL,11,2017,11,2017,0.5,4,20,0,0,RDT,Unknown,NA,TZ201700000041,1000095291,5680,NA,2017-11-01,MIS
1072667,Tanzania,TZA,Africa,1072665,TZ201700000368,-2.613932,33.825815,RURAL,11,2017,11,2017,0.5,4,33,1,0.0303030303030303,RDT,Unknown,NA,TZ201700000368,1000095291,5680,NA,2017-11-01,MIS
1071149,Tanzania,TZA,Africa,1071147,TZ201700000115,-9.999073,39.705978,URBAN,11,2017,11,2017,0.5,4,11,0,0,RDT,Unknown,NA,TZ201700000115,1000095291,5680,NA,2017-11-01,MIS
1070771,Tanzania,TZA,Africa,1070769,TZ201700000052,-8.904603,36.816612,URBAN,11,2017,11,2017,0.5,4,8,0,0,RDT,Unknown,NA,TZ201700000052,1000095291,5680,NA,2017-11-01,MIS
1072313,Tanzania,TZA,Africa,1072311,TZ201700000309,-1.339906,34.375773,URBAN,11,2017,11,2017,0.5,4,19,0,0,RDT,Unknown,NA,TZ201700000309,1000095291,5680,NA,2017-11-01,MIS
1071215,Tanzania,TZA,Africa,1071213,TZ201700000126,-10.988928,39.057566,RURAL,11,2017,11,2017,0.5,4,11,1,0.0909090909090909,RDT,Unknown,NA,TZ201700000126,1000095291,5680,NA,2017-11-01,MIS
1071431,Tanzania,TZA,Africa,1071429,TZ201700000162,-7.782686,35.706426,URBAN,11,2017,11,2017,0.5,4,11,0,0,RDT,Unknown,NA,TZ201700000162,1000095291,5680,NA,2017-11-01,MIS
1072151,Tanzania,TZA,Africa,1072149,TZ201700000282,-1.205377,31.376119,RURAL,11,2017,11,2017,0.5,4,10,1,0.1,RDT,Unknown,NA,TZ201700000282,1000095291,5680,NA,2017-11-01,MIS
1071479,Tanzania,TZA,Africa,1071477,TZ201700000170,-8.896669,33.635685,RURAL,11,2017,11,2017,0.5,4,10,0,0,RDT,Unknown,NA,TZ201700000170,1000095291,5680,NA,2017-11-01,MIS
1072343,Tanzania,TZA,Africa,1072341,TZ201700000314,-1.866392,34.244051,RURAL,11,2017,11,2017,0.5,4,21,6,0.285714285714286,RDT,Unknown,NA,TZ201700000314,1000095291,5680,NA,2017-11-01,MIS
1072163,Tanzania,TZA,Africa,1072161,TZ201700000284,-1.142536,30.851372,RURAL,11,2017,11,2017,0.5,4,21,0,0,RDT,Unknown,NA,TZ201700000284,1000095291,5680,NA,2017-11-01,MIS
1071677,Tanzania,TZA,Africa,1071675,TZ201700000203,-4.30892,33.513709,RURAL,11,2017,11,2017,0.5,4,20,0,0,RDT,Unknown,NA,TZ201700000203,1000095291,5680,NA,2017-11-01,MIS
1071839,Tanzania,TZA,Africa,1071837,TZ201700000230,-4.787824,30.334856,RURAL,11,2017,11,2017,0.5,4,28,13,0.464285714285714,RDT,Unknown,NA,TZ201700000230,1000095291,5680,NA,2017-11-01,MIS
1071767,Tanzania,TZA,Africa,1071765,TZ201700000218,-7.512224,31.405046,RURAL,11,2017,11,2017,0.5,4,16,0,0,RDT,Unknown,NA,TZ201700000218,1000095291,5680,NA,2017-11-01,MIS
1072385,Tanzania,TZA,Africa,1072383,TZ201700000321,-1.124763,34.180547,RURAL,11,2017,11,2017,0.5,4,24,7,0.291666666666667,RDT,Unknown,NA,TZ201700000321,1000095291,5680,NA,2017-11-01,MIS
1072037,Tanzania,TZA,Africa,1072035,TZ201700000263,-3.835352,32.590388,URBAN,11,2017,11,2017,0.5,4,10,0,0,RDT,Unknown,NA,TZ201700000263,1000095291,5680,NA,2017-11-01,MIS
1071869,Tanzania,TZA,Africa,1071867,TZ201700000235,-4.893491,29.655463,URBAN,11,2017,11,2017,0.5,4,13,0,0,RDT,Unknown,NA,TZ201700000235,1000095291,5680,NA,2017-11-01,MIS
1072121,Tanzania,TZA,Africa,1072119,TZ201700000277,-2.893007,30.751304,RURAL,11,2017,11,2017,0.6,4,23,5,0.217391304347826,RDT,Unknown,NA,TZ201700000277,1000095291,5680,NA,2017-11-01,MIS
1072907,Tanzania,TZA,Africa,1072905,TZ201700000408,-5.932279,39.351585,RURAL,11,2017,11,2017,0.6,4,16,0,0,RDT,Unknown,NA,TZ201700000408,1000095291,5680,NA,2017-11-01,MIS
1071065,Tanzania,TZA,Africa,1071063,TZ201700000101,-10.103621,39.817915,RURAL,11,2017,11,2017,0.6,4,13,0,0,RDT,Unknown,NA,TZ201700000101,1000095291,5680,NA,2017-11-01,MIS
1071281,Tanzania,TZA,Africa,1071279,TZ201700000137,-11.265399,37.425045,RURAL,11,2017,11,2017,0.6,4,12,6,0.5,RDT,Unknown,NA,TZ201700000137,1000095291,5680,NA,2017-11-01,MIS
1072889,Tanzania,TZA,Africa,1072887,TZ201700000405,-3.181606,31.895304,RURAL,11,2017,11,2017,0.6,4,23,2,0.0869565217391304,RDT,Unknown,NA,TZ201700000405,1000095291,5680,NA,2017-11-01,MIS
1072127,Tanzania,TZA,Africa,1072125,TZ201700000278,-2.516783,30.521072,RURAL,11,2017,11,2017,0.6,4,10,1,0.1,RDT,Unknown,NA,TZ201700000278,1000095291,5680,NA,2017-11-01,MIS
1070759,Tanzania,TZA,Africa,1070757,TZ201700000050,-8.777086,35.92879,RURAL,11,2017,11,2017,0.6,4,27,8,0.296296296296296,RDT,Unknown,NA,TZ201700000050,1000095291,5680,NA,2017-11-01,MIS
1072865,Tanzania,TZA,Africa,1072863,TZ201700000401,-3.44811,31.891852,URBAN,11,2017,11,2017,0.6,4,26,2,0.0769230769230769,RDT,Unknown,NA,TZ201700000401,1000095291,5680,NA,2017-11-01,MIS
1072835,Tanzania,TZA,Africa,1072833,TZ201700000396,-3.236752,32.674864,RURAL,11,2017,11,2017,0.6,4,33,2,0.0606060606060606,RDT,Unknown,NA,TZ201700000396,1000095291,5680,NA,2017-11-01,MIS
1072325,Tanzania,TZA,Africa,1072323,TZ201700000311,-1.776711,34.605269,RURAL,11,2017,11,2017,0.6,4,22,3,0.136363636363636,RDT,Unknown,NA,TZ201700000311,1000095291,5680,NA,2017-11-01,MIS
1072571,Tanzania,TZA,Africa,1072569,TZ201700000352,-6.1972950000000004,30.35192,RURAL,11,2017,11,2017,0.6,4,29,12,0.413793103448276,RDT,Unknown,NA,TZ201700000352,1000095291,5680,NA,2017-11-01,MIS
1071329,Tanzania,TZA,Africa,1071327,TZ201700000145,-11.038094,34.790408,RURAL,11,2017,11,2017,0.6,4,12,0,0,RDT,Unknown,NA,TZ201700000145,1000095291,5680,NA,2017-11-01,MIS
1071335,Tanzania,TZA,Africa,1071333,TZ201700000146,-10.930995,34.899258,RURAL,11,2017,11,2017,0.6,4,8,0,0,RDT,Unknown,NA,TZ201700000146,1000095291,5680,NA,2017-11-01,MIS
1071905,Tanzania,TZA,Africa,1071903,TZ201700000241,-4.670411,29.891865,RURAL,11,2017,11,2017,0.6,4,26,21,0.807692307692308,RDT,Unknown,NA,TZ201700000241,1000095291,5680,NA,2017-11-01,MIS
1071899,Tanzania,TZA,Africa,1071897,TZ201700000240,-4.346824,30.033958,RURAL,11,2017,11,2017,0.6,4,25,8,0.32,RDT,Unknown,NA,TZ201700000240,1000095291,5680,NA,2017-11-01,MIS
1071671,Tanzania,TZA,Africa,1071669,TZ201700000202,-3.95856,33.617185,RURAL,11,2017,11,2017,0.6,4,33,1,0.0303030303030303,RDT,Unknown,NA,TZ201700000202,1000095291,5680,NA,2017-11-01,MIS
1072025,Tanzania,TZA,Africa,1072023,TZ201700000261,-4.214243,32.176334,RURAL,11,2017,11,2017,0.6,4,23,4,0.173913043478261,RDT,Unknown,NA,TZ201700000261,1000095291,5680,NA,2017-11-01,MIS
1071857,Tanzania,TZA,Africa,1071855,TZ201700000233,-4.866822,29.85112,RURAL,11,2017,11,2017,0.6,4,25,13,0.52,RDT,Unknown,NA,TZ201700000233,1000095291,5680,NA,2017-11-01,MIS
1072853,Tanzania,TZA,Africa,1072851,TZ201700000399,-3.325862,31.460049,RURAL,11,2017,11,2017,0.6,4,27,7,0.259259259259259,RDT,Unknown,NA,TZ201700000399,1000095291,5680,NA,2017-11-01,MIS
1072223,Tanzania,TZA,Africa,1072221,TZ201700000294,-3.083955,33.308573,RURAL,11,2017,11,2017,0.6,4,28,0,0,RDT,Unknown,NA,TZ201700000294,1000095291,5680,NA,2017-11-01,MIS
1073033,Tanzania,TZA,Africa,1073031,TZ201700000429,-5.123577,39.80436,RURAL,11,2017,11,2017,0.6,4,19,0,0,RDT,Unknown,NA,TZ201700000429,1000095291,5680,NA,2017-11-01,MIS
1071455,Tanzania,TZA,Africa,1071453,TZ201700000166,-7.063978,33.488228,RURAL,11,2017,11,2017,0.6,4,25,5,0.2,RDT,Unknown,NA,TZ201700000166,1000095291,5680,NA,2017-11-01,MIS
1070711,Tanzania,TZA,Africa,1070709,TZ201700000042,-6.838288,36.991814,URBAN,11,2017,11,2017,0.6,4,14,0,0,RDT,Unknown,NA,TZ201700000042,1000095291,5680,NA,2017-11-01,MIS
1071227,Tanzania,TZA,Africa,1071225,TZ201700000128,-10.834562,39.563773,RURAL,11,2017,11,2017,0.6,4,9,1,0.111111111111111,RDT,Unknown,NA,TZ201700000128,1000095291,5680,NA,2017-11-01,MIS
1072649,Tanzania,TZA,Africa,1072647,TZ201700000365,-7.213566,31.430007,RURAL,11,2017,11,2017,0.6,4,17,1,0.0588235294117647,RDT,Unknown,NA,TZ201700000365,1000095291,5680,NA,2017-11-01,MIS
1072301,Tanzania,TZA,Africa,1072299,TZ201700000307,-1.42702,34.391892,RURAL,11,2017,11,2017,0.6,4,24,3,0.125,RDT,Unknown,NA,TZ201700000307,1000095291,5680,NA,2017-11-01,MIS
1070717,Tanzania,TZA,Africa,1070715,TZ201700000043,-7.627769,37.002566,RURAL,11,2017,11,2017,0.6,4,9,0,0,RDT,Unknown,NA,TZ201700000043,1000095291,5680,NA,2017-11-01,MIS
